5.0
{'shoulderCB': 122.00781631656083, 'shoulderR': 1082.1690278456276, 'shoulderLR': 121.7440156326331, 'elbow': 42.433952125061055, 'wrist': 67.63556424035173, 'finger1': 81.16267708842206, 'finger2': 80.81094284318515, 'finger3': 81.16267708842206, 'finger4': 81.16267708842206, 'finger5': 81.33854421104056}
{'shoulderCB': 9.892525647288693, 'shoulderR': 85.58866634098675, 'shoulderLR': 9.628724963361009, 'elbow': 3.3272594040058596, 'wrist': 5.349291646311672, 'finger1': 6.419149975574006, 'finger2': 6.419149975574006, 'finger3': 6.419149975574006, 'finger4': 6.2432828529555495, 'finger5': 6.2432828529555495}
{'shoulderCB': 0.13190034196384204, 'shoulderR': 1.1724474841230403, 'shoulderLR': 0.13190034196384204, 'elbow': 0.04557889594528319, 'wrist': 0.07327796775769002, 'finger1': 0.08793356130922803, 'finger2': 0.08793356130922803, 'finger3': 0.08793356130922803, 'finger4': 0.08793356130922803, 'finger5': 0.08793356130922803}
{'shoulderCB': 0.13190034196384204, 'shoulderR': 1.1724474841230403, 'shoulderLR': 0.13190034196384204, 'elbow': 0.04557889594528319, 'wrist': 0.07327796775769002, 'finger1': 0.08793356130922803, 'finger2': 0.08793356130922803, 'finger3': 0.08793356130922803, 'finger4': 0.08793356130922803, 'finger5': 0.08793356130922803}
{'shoulderCB': 71.88568637029799, 'shoulderR': 643.6736687835859, 'shoulderLR': 72.14948705422567, 'elbow': 25.0228138739619, 'wrist': 39.05715681485101, 'finger1': 49.154860771861266, 'finger2': 48.627259404005855, 'finger3': 48.4513922813874, 'finger4': 48.627259404005855, 'finger5': 49.50659501709818}
{'shoulderCB': 187.69418661455788, 'shoulderR': 1670.7376648754273, 'shoulderLR': 187.69418661455788, 'elbow': 64.94992672203223, 'wrist': 104.56765999022959, 'finger1': 125.30532486565706, 'finger2': 125.48119198827551, 'finger3': 125.48119198827551, 'finger4': 125.48119198827551, 'finger5': 125.48119198827551}
{'shoulderCB': 270.0, 'shoulderR': 2400.0, 'shoulderLR': 270.0, 'elbow': 93.3, 'wrist': 150.0, 'finger1': 180.0, 'finger2': 180.0, 'finger3': 180.0, 'finger4': 180.0, 'finger5': 180.0}
{'shoulderCB': 270.0, 'shoulderR': 2400.0, 'shoulderLR': 270.0, 'elbow': 93.3, 'wrist': 150.0, 'finger1': 180.0, 'finger2': 180.0, 'finger3': 180.0, 'finger4': 180.0, 'finger5': 180.0}
{'shoulderCB': 249.95114802149487, 'shoulderR': 2221.787982413288, 'shoulderLR': 249.6873473375672, 'elbow': 86.28085002442599, 'wrist': 138.7151929653151, 'finger1': 166.45823155837812, 'finger2': 166.45823155837812, 'finger3': 166.28236443575963, 'finger4': 165.93063019052272, 'finger5': 165.75476306790426}
{'shoulderCB': 164.2159257449927, 'shoulderR': 1459.6971177332684, 'shoulderLR': 164.2159257449927, 'elbow': 56.92804103566194, 'wrist': 91.23106985832928, 'finger1': 109.30141670737663, 'finger2': 109.30141670737663, 'finger3': 108.59794821690276, 'finger4': 109.47728382999513, 'finger5': 109.30141670737663}
{'shoulderCB': 60.806057645334654, 'shoulderR': 540.4982901807525, 'shoulderLR': 60.806057645334654, 'elbow': 21.10302882266732, 'wrist': 33.63458720078162, 'finger1': 39.306301905227166, 'finger2': 40.18563751831949, 'finger3': 40.00977039570103, 'finger4': 40.00977039570103, 'finger5': 40.00977039570103}
{'shoulderCB': 0.13190034196384204, 'shoulderR': 1.1724474841230403, 'shoulderLR': 0.13190034196384204, 'elbow': 0.04557889594528319, 'wrist': 0.07327796775769002, 'finger1': 0.08793356130922803, 'finger2': 0.08793356130922803, 'finger3': 0.08793356130922803, 'finger4': 0.08793356130922803, 'finger5': 0.08793356130922803}
{'shoulderCB': 0.13190034196384204, 'shoulderR': 1.1724474841230403, 'shoulderLR': 0.13190034196384204, 'elbow': 0.04557889594528319, 'wrist': 0.07327796775769002, 'finger1': 0.08793356130922803, 'finger2': 0.08793356130922803, 'finger3': 0.08793356130922803, 'finger4': 0.08793356130922803, 'finger5': 0.08793356130922803}
{'shoulderCB': 0.13190034196384204, 'shoulderR': 1.1724474841230403, 'shoulderLR': 0.13190034196384204, 'elbow': 0.04557889594528319, 'wrist': 0.07327796775769002, 'finger1': 0.08793356130922803, 'finger2': 0.08793356130922803, 'finger3': 0.08793356130922803, 'finger4': 0.08793356130922803, 'finger5': 0.08793356130922803}
{'shoulderCB': 0.13190034196384204, 'shoulderR': 1.1724474841230403, 'shoulderLR': 0.13190034196384204, 'elbow': 0.04557889594528319, 'wrist': 0.07327796775769002, 'finger1': 0.08793356130922803, 'finger2': 0.08793356130922803, 'finger3': 0.08793356130922803, 'finger4': 0.08793356130922803, 'finger5': 0.08793356130922803}
{'shoulderCB': 0.13190034196384204, 'shoulderR': 1.1724474841230403, 'shoulderLR': 0.13190034196384204, 'elbow': 0.04557889594528319, 'wrist': 0.07327796775769002, 'finger1': 0.08793356130922803, 'finger2': 0.08793356130922803, 'finger3': 0.08793356130922803, 'finger4': 0.08793356130922803, 'finger5': 0.08793356130922803}
{'shoulderCB': 0.13190034196384204, 'shoulderR': 1.1724474841230403, 'shoulderLR': 0.13190034196384204, 'elbow': 0.04557889594528319, 'wrist': 0.07327796775769002, 'finger1': 0.08793356130922803, 'finger2': 0.08793356130922803, 'finger3': 0.08793356130922803, 'finger4': 0.08793356130922803, 'finger5': 0.08793356130922803}
{'shoulderCB': 0.13190034196384204, 'shoulderR': 1.1724474841230403, 'shoulderLR': 0.13190034196384204, 'elbow': 0.04557889594528319, 'wrist': 0.07327796775769002, 'finger1': 0.08793356130922803, 'finger2': 0.08793356130922803, 'finger3': 0.08793356130922803, 'finger4': 0.08793356130922803, 'finger5': 0.08793356130922803}
{'shoulderCB': 0.13190034196384204, 'shoulderR': 1.1724474841230403, 'shoulderLR': 0.13190034196384204, 'elbow': 0.04557889594528319, 'wrist': 0.07327796775769002, 'finger1': 0.08793356130922803, 'finger2': 0.08793356130922803, 'finger3': 0.08793356130922803, 'finger4': 0.08793356130922803, 'finger5': 0.08793356130922803}
{'shoulderCB': 0.13190034196384204, 'shoulderR': 1.1724474841230403, 'shoulderLR': 0.13190034196384204, 'elbow': 0.04557889594528319, 'wrist': 0.07327796775769002, 'finger1': 0.08793356130922803, 'finger2': 0.08793356130922803, 'finger3': 0.08793356130922803, 'finger4': 0.08793356130922803, 'finger5': 0.08793356130922803}
{'shoulderCB': 0.13190034196384204, 'shoulderR': 1.1724474841230403, 'shoulderLR': 0.13190034196384204, 'elbow': 0.04557889594528319, 'wrist': 0.07327796775769002, 'finger1': 0.08793356130922803, 'finger2': 0.08793356130922803, 'finger3': 0.08793356130922803, 'finger4': 0.08793356130922803, 'finger5': 0.2638006839276841}
{'shoulderCB': 0.13190034196384204, 'shoulderR': 1.1724474841230403, 'shoulderLR': 0.13190034196384204, 'elbow': 0.04557889594528319, 'wrist': 0.07327796775769002, 'finger1': 0.08793356130922803, 'finger2': 0.08793356130922803, 'finger3': 0.08793356130922803, 'finger4': 0.08793356130922803, 'finger5': 0.08793356130922803}
{'shoulderCB': 0.13190034196384204, 'shoulderR': 1.1724474841230403, 'shoulderLR': 0.13190034196384204, 'elbow': 0.04557889594528319, 'wrist': 0.07327796775769002, 'finger1': 0.08793356130922803, 'finger2': 0.08793356130922803, 'finger3': 0.08793356130922803, 'finger4': 0.08793356130922803, 'finger5': 0.08793356130922803}
{'shoulderCB': 0.13190034196384204, 'shoulderR': 1.1724474841230403, 'shoulderLR': 0.13190034196384204, 'elbow': 0.04557889594528319, 'wrist': 0.07327796775769002, 'finger1': 0.08793356130922803, 'finger2': 0.08793356130922803, 'finger3': 0.08793356130922803, 'finger4': 0.08793356130922803, 'finger5': 0.08793356130922803}
{'shoulderCB': 0.13190034196384204, 'shoulderR': 1.1724474841230403, 'shoulderLR': 0.13190034196384204, 'elbow': 0.04557889594528319, 'wrist': 0.07327796775769002, 'finger1': 0.08793356130922803, 'finger2': 0.08793356130922803, 'finger3': 0.08793356130922803, 'finger4': 0.08793356130922803, 'finger5': 0.08793356130922803}
{'shoulderCB': 0.13190034196384204, 'shoulderR': 1.1724474841230403, 'shoulderLR': 0.13190034196384204, 'elbow': 0.04557889594528319, 'wrist': 0.21983390327307006, 'finger1': 0.08793356130922803, 'finger2': 0.08793356130922803, 'finger3': 0.08793356130922803, 'finger4': 0.08793356130922803, 'finger5': 0.08793356130922803}
{'shoulderCB': 0.13190034196384204, 'shoulderR': 1.1724474841230403, 'shoulderLR': 0.13190034196384204, 'elbow': 0.04557889594528319, 'wrist': 0.07327796775769002, 'finger1': 0.08793356130922803, 'finger2': 0.08793356130922803, 'finger3': 0.08793356130922803, 'finger4': 0.08793356130922803, 'finger5': 0.08793356130922803}
{'shoulderCB': 0.13190034196384204, 'shoulderR': 1.1724474841230403, 'shoulderLR': 0.13190034196384204, 'elbow': 0.04557889594528319, 'wrist': 0.07327796775769002, 'finger1': 0.08793356130922803, 'finger2': 0.08793356130922803, 'finger3': 0.08793356130922803, 'finger4': 0.08793356130922803, 'finger5': 0.08793356130922803}
{'shoulderCB': 0.13190034196384204, 'shoulderR': 1.1724474841230403, 'shoulderLR': 0.13190034196384204, 'elbow': 0.04557889594528319, 'wrist': 0.07327796775769002, 'finger1': 0.08793356130922803, 'finger2': 0.08793356130922803, 'finger3': 0.08793356130922803, 'finger4': 0.08793356130922803, 'finger5': 0.08793356130922803}
{'shoulderCB': 0.13190034196384204, 'shoulderR': 1.1724474841230403, 'shoulderLR': 0.13190034196384204, 'elbow': 0.04557889594528319, 'wrist': 0.07327796775769002, 'finger1': 0.08793356130922803, 'finger2': 0.08793356130922803, 'finger3': 0.08793356130922803, 'finger4': 0.08793356130922803, 'finger5': 0.08793356130922803}
{'shoulderCB': 0.13190034196384204, 'shoulderR': 1.1724474841230403, 'shoulderLR': 0.13190034196384204, 'elbow': 0.04557889594528319, 'wrist': 0.07327796775769002, 'finger1': 0.08793356130922803, 'finger2': 0.08793356130922803, 'finger3': 0.08793356130922803, 'finger4': 0.08793356130922803, 'finger5': 0.08793356130922803}
{'shoulderCB': 0.13190034196384204, 'shoulderR': 1.1724474841230403, 'shoulderLR': 0.13190034196384204, 'elbow': 0.04557889594528319, 'wrist': 0.21983390327307006, 'finger1': 0.08793356130922803, 'finger2': 0.08793356130922803, 'finger3': 0.08793356130922803, 'finger4': 0.08793356130922803, 'finger5': 0.08793356130922803}
